gender,location_type,program_enrolled,financial_aid_status,part_time_work,career_alignment,family_support,stress_levels,internet_connectivity_issues,parents_education,ragging_experience,age,family_income,distance_to_institute,tenth_marks,attendance_rate,test_scores_avg,practical_skills_rating,backlogs,teaching_quality_rating,motivation_score,num_siblings,dropout
Male,Semi-urban,Welding,No,Yes,High,Medium,Low,No Issues,Both School,No,19,11712.0,3.7,83.3,92.6,100.0,79.7,4,6,7,2,No
Male,Rural,Civil,Partial,No,High,Low,Medium,Occasional Issues,Both School,No,21,5963.0,28.2,79.0,47.5,38.1,57.0,1,6,8,1,Yes
Female,Semi-urban,Mechanical,Full,No,High,Medium,Medium,Frequent Issues,Both School,No,22,25336.0,18.3,89.2,68.5,75.7,97.1,2,7,10,1,No
Female,Urban,ECE,Partial,No,High,Medium,Low,Occasional Issues,Mixed,No,25,7957.0,1.1,74.2,10.0,35.6,43.8,4,7,6,1,Yes
Male,Urban,Electrical,Full,No,Low,Medium,Low,Occasional Issues,No,No,20,3434.0,0.5,81.8,73.7,67.4,81.1,3,7,4,3,No
Male,Semi-urban,Mechanical,Partial,No,Medium,Medium,Medium,Occasional Issues,No,No,19,3799.0,29.4,73.8,33.8,79.8,100.0,1,9,3,3,Yes
Male,Urban,Mechanical,Partial,No,Low,Medium,Low,No Issues,Both College,No,23,24130.0,3.2,80.6,28.8,63.9,70.5,0,9,4,5,No
Female,Rural,Welding,Full,No,Low,Low,High,Occasional Issues,Mixed,No,21,9909.0,20.22,76.7,41.6,58.1,86.3,0,2,4,2,Yes
Female,Rural,Mechanical,No,Yes,Medium,Medium,High,No Issues,Mixed,No,21,4569.0,9.22,80.1,63.0,39.9,42.9,0,8,7,2,Yes
Female,Urban,Plumbing,No,No,Medium,Medium,Medium,Frequent Issues,Both College,No,22,2701.0,4.8,74.0,84.7,70.2,89.6,6,6,7,3,Yes
Female,Rural,Mechanical,Partial,No,Medium,High,Low,Frequent Issues,Both School,No,18,30430.0,1.25,84.0,58.6,46.9,64.9,2,9,8,3,No
Male,Rural,Welding,No,No,Low,Low,High,Occasional Issues,Both College,No,21,20619.0,0.82,67.3,77.7,86.1,89.8,0,5,4,1,No
Female,Semi-urban,ECE,Full,No,Medium,Medium,Low,Frequent Issues,Mixed,No,20,10906.0,15.3,91.3,85.4,65.4,75.8,0,3,6,2,No
Female,Urban,Mechanical,No,No,High,Low,High,No Issues,No,No,22,18218.0,1.5,95.5,47.6,65.7,80.4,2,8,7,1,No
Male,Semi-urban,Mechanical,No,No,Medium,Medium,Medium,No Issues,Both College,No,22,15473.0,12.5,82.1,85.8,53.3,61.9,0,7,7,1,No
Female,Semi-urban,Electrical,No,Yes,Low,Medium,Medium,No Issues,Both School,No,19,13749.0,3.3,68.0,48.4,59.8,69.8,1,10,3,2,Yes
Male,Semi-urban,Plumbing,Partial,No,Medium,Low,Low,Occasional Issues,Both School,No,16,7707.0,12.6,75.5,24.1,62.2,93.0,1,6,5,5,Yes
Female,Urban,Computer IT,No,Yes,Low,High,High,No Issues,Both College,Yes,16,16087.0,1.9,66.0,49.0,72.8,93.8,0,7,2,6,Yes
Male,Semi-urban,Plumbing,No,Yes,Medium,Low,High,Occasional Issues,Both College,No,20,22830.0,4.0,87.5,63.6,35.0,40.0,0,2,6,1,Yes
Female,Semi-urban,Civil,Partial,No,Medium,Medium,High,Occasional Issues,Both College,Yes,23,8178.0,7.9,68.0,64.1,46.4,42.7,4,4,3,1,Yes
Female,Urban,ECE,No,No,Low,Medium,Medium,No Issues,Mixed,No,22,31682.0,21.9,80.7,48.3,43.4,66.0,1,2,3,1,Yes
Male,Urban,ECE,No,No,High,High,High,Occasional Issues,Mixed,No,16,40759.0,16.6,95.8,73.1,52.0,44.1,1,7,10,1,No
Male,Semi-urban,Mechanical,No,Yes,Medium,Medium,High,Occasional Issues,Both School,Yes,19,4955.0,3.3,79.8,61.3,77.4,80.6,3,6,5,4,Yes
Male,Semi-urban,Electrical,No,Yes,Medium,High,Medium,No Issues,Both College,No,23,50000.0,1.9,75.1,69.9,60.9,45.0,0,7,8,1,No
Female,Rural,Computer IT,Partial,Yes,High,Low,High,Occasional Issues,Mixed,No,18,12199.0,1.03,88.5,79.4,88.2,100.0,0,10,3,2,No
Male,Rural,Welding,No,Yes,Low,Medium,High,Occasional Issues,Both College,Yes,18,3329.0,2.54,92.7,60.0,56.6,75.8,0,3,2,1,Yes
Male,Semi-urban,ECE,No,No,Medium,Medium,Low,Occasional Issues,No,No,20,6723.0,5.9,81.7,74.4,41.8,41.6,0,6,6,1,No
Male,Semi-urban,Mechanical,Full,Yes,Medium,Low,High,Occasional Issues,Both College,No,18,13469.0,5.5,95.9,43.3,62.0,57.4,3,9,5,4,Yes
Female,Rural,Electrical,No,Yes,Medium,Low,High,Frequent Issues,Both College,No,22,9760.0,5.2,73.1,82.4,53.6,52.8,0,9,5,2,Yes
Male,Urban,Electrical,No,Yes,Low,High,High,Occasional Issues,No,Yes,26,15515.0,2.7,85.5,10.0,61.3,93.1,7,9,1,3,Yes
Female,Urban,Electrical,No,Yes,Medium,Medium,Medium,No Issues,Both School,No,19,5423.0,0.5,71.1,54.8,65.0,68.9,1,8,4,5,No
Female,Urban,Computer IT,No,No,Medium,High,Low,No Issues,Mixed,No,22,32336.0,0.5,65.8,92.8,71.7,77.3,0,7,7,2,No
Male,Rural,Electrical,No,No,Low,Low,Medium,No Issues,Mixed,No,22,21200.0,50.0,85.1,78.5,56.1,69.5,2,7,2,1,Yes
Male,Semi-urban,Plumbing,Full,No,Medium,Low,Medium,No Issues,Both School,No,23,9805.0,16.0,63.8,72.4,40.8,42.5,0,3,4,1,No
Male,Urban,Civil,Full,No,Medium,Medium,Medium,Frequent Issues,Both College,No,19,50000.0,2.8,84.5,59.6,44.7,61.9,1,5,5,1,No
Male,Urban,Civil,No,Yes,Medium,Medium,Medium,No Issues,Both School,No,16,13944.0,1.4,67.9,75.4,66.0,74.5,1,9,7,1,No
Female,Semi-urban,Welding,No,Yes,High,Low,High,Frequent Issues,Both College,No,21,11458.0,1.0,86.5,45.7,68.8,92.5,9,5,9,1,Yes
Male,Semi-urban,Mechanical,Partial,Yes,Low,High,Medium,Occasional Issues,Mixed,No,24,10590.0,4.0,82.3,26.4,64.6,82.7,1,8,6,1,No
Male,Rural,Electrical,Full,No,Low,Medium,Medium,No Issues,Mixed,No,19,7637.0,0.76,67.1,72.4,48.6,46.5,0,6,5,3,No
Male,Urban,Civil,Full,Yes,Medium,Low,High,Occasional Issues,Mixed,Yes,18,12110.0,8.0,81.7,53.6,64.5,79.0,4,5,2,1,Yes
Male,Urban,ECE,No,Yes,Medium,High,Low,Frequent Issues,Both School,No,17,13256.0,14.9,90.7,88.1,65.1,64.7,0,5,6,5,No
Female,Urban,ECE,Partial,Yes,Low,Medium,High,No Issues,Mixed,No,22,8353.0,2.8,83.7,25.2,57.0,58.6,4,5,5,1,Yes
Male,Rural,Electrical,Partial,No,Medium,Medium,Medium,No Issues,No,No,20,4421.0,0.67,57.9,36.3,35.0,48.7,1,7,8,2,Yes
Male,Rural,Computer IT,No,Yes,Medium,Medium,Medium,Occasional Issues,Both College,No,18,4950.0,0.66,66.3,86.4,83.9,81.8,1,8,8,1,No
Male,Urban,Welding,No,Yes,Medium,Low,Medium,No Issues,Both College,No,22,21858.0,5.3,69.8,27.4,86.5,100.0,1,8,4,1,No
Male,Rural,Plumbing,Full,Yes,Medium,Medium,Medium,No Issues,Mixed,No,22,5603.0,6.39,87.5,78.1,41.6,40.0,0,6,7,2,No
Male,Rural,Electrical,No,Yes,Medium,Low,High,No Issues,Both College,No,17,10999.0,7.19,94.9,33.4,35.0,40.0,1,7,4,2,Yes
Male,Semi-urban,Electrical,Partial,Yes,High,Low,High,No Issues,Mixed,No,20,11940.0,16.8,93.8,14.7,95.7,100.0,0,8,8,1,No
Male,Rural,Welding,No,Yes,Medium,Low,Medium,Frequent Issues,Mixed,No,23,5555.0,24.65,81.5,42.4,74.8,95.5,2,5,5,3,Yes
Female,Urban,Electrical,No,Yes,Low,Low,High,No Issues,Both College,No,19,2000.0,2.2,86.6,63.3,67.4,64.7,0,6,2,1,Yes
Female,Semi-urban,Mechanical,No,No,Low,Medium,Medium,Occasional Issues,No,No,21,29267.0,3.1,66.6,21.8,61.3,68.7,2,5,5,1,Yes
Female,Rural,ECE,Partial,Yes,Medium,Medium,High,Occasional Issues,Both School,Yes,23,4276.0,6.85,84.4,43.9,39.4,42.5,3,5,3,3,Yes
Female,Urban,Electrical,No,Yes,Low,Low,High,Occasional Issues,Mixed,No,21,11380.0,7.2,86.4,46.7,74.5,90.1,2,9,3,1,Yes
Male,Rural,Mechanical,No,Yes,Low,Medium,Low,No Issues,Both School,No,22,6317.0,2.83,70.5,69.7,100.0,100.0,7,10,3,2,Yes
Male,Semi-urban,Electrical,No,Yes,High,High,Low,Occasional Issues,Both College,No,24,6204.0,2.1,86.1,30.1,39.0,54.9,1,6,9,1,No
Male,Semi-urban,ECE,Full,Yes,Medium,Medium,Medium,Frequent Issues,Both College,No,20,50000.0,2.6,75.8,12.1,47.9,66.0,6,5,6,2,Yes
Female,Rural,Plumbing,Full,No,Medium,Low,Medium,Frequent Issues,Both College,No,23,21445.0,37.41,66.1,54.9,43.7,58.5,1,5,6,4,Yes
Female,Urban,ECE,Partial,No,Medium,Low,Medium,Occasional Issues,Both School,No,17,12046.0,7.6,74.9,65.7,52.3,71.1,0,3,6,1,No
Male,Rural,ECE,No,Yes,Medium,Medium,High,No Issues,Mixed,No,19,8955.0,6.09,84.6,30.5,43.6,44.4,9,6,6,3,Yes
Male,Rural,Plumbing,No,Yes,Medium,Medium,High,Occasional Issues,Both College,No,16,6906.0,9.26,72.8,85.8,71.7,70.7,0,6,5,2,No
Female,Semi-urban,Computer IT,Partial,Yes,Medium,Low,High,No Issues,Mixed,No,17,12001.0,0.6,77.9,71.7,66.0,74.2,0,6,6,1,No
Male,Semi-urban,Civil,No,Yes,Medium,Low,High,Occasional Issues,No,No,22,9835.0,3.7,83.8,35.0,88.8,100.0,0,8,6,5,Yes
Female,Rural,Welding,Partial,No,Medium,Medium,Low,No Issues,No,No,21,2429.0,1.28,69.1,76.8,58.7,53.8,0,4,9,5,No
Female,Rural,Electrical,Partial,No,Low,High,Low,No Issues,Both College,No,18,3897.0,2.23,65.1,18.3,69.2,72.8,3,8,3,4,Yes
Male,Semi-urban,ECE,Full,No,Medium,Medium,High,Occasional Issues,Both School,No,21,4554.0,10.4,83.5,52.0,42.3,53.7,0,8,8,1,No
Male,Rural,Electrical,Partial,Yes,Low,Medium,High,No Issues,Mixed,Yes,19,10675.0,7.86,86.1,51.0,76.8,67.3,7,8,2,2,Yes
Male,Semi-urban,Electrical,No,Yes,High,Medium,Low,Occasional Issues,No,No,18,13895.0,2.1,88.9,77.0,54.9,59.1,0,4,10,3,No
Male,Semi-urban,Mechanical,No,Yes,Medium,Medium,Medium,Frequent Issues,Both School,No,21,22811.0,25.0,66.4,30.2,66.4,99.9,5,7,8,1,Yes
Female,Urban,Mechanical,No,Yes,High,Low,Low,No Issues,Both College,No,24,12533.0,6.6,76.3,38.9,88.1,95.1,1,6,5,5,No
Female,Rural,Computer IT,Partial,No,High,Medium,High,Occasional Issues,Both College,No,19,8916.0,2.83,86.9,22.3,49.4,69.1,0,10,7,5,No
Female,Semi-urban,Computer IT,Full,No,High,Low,Medium,Occasional Issues,Both School,Yes,16,9379.0,18.2,85.1,26.1,65.2,61.3,1,6,1,3,Yes
Male,Urban,Computer IT,Partial,No,Medium,Medium,Medium,Occasional Issues,Both College,No,25,5424.0,4.1,74.0,73.1,62.9,72.9,2,8,6,2,No
Male,Urban,Mechanical,Partial,Yes,High,Medium,Medium,Occasional Issues,Both School,No,21,6834.0,8.8,88.0,64.3,75.6,86.7,0,7,9,1,No
Male,Urban,Electrical,Partial,No,Low,High,Medium,Frequent Issues,Mixed,No,19,8993.0,9.6,86.4,90.0,46.4,61.6,0,8,4,1,No
Female,Semi-urban,Computer IT,No,No,High,Medium,High,No Issues,Both College,No,23,35588.0,2.4,84.4,92.7,52.4,70.7,0,10,10,4,No
Female,Semi-urban,Plumbing,No,Yes,Low,Medium,Low,No Issues,Both College,No,24,6674.0,0.7,73.4,24.0,55.4,63.0,3,6,3,1,Yes
Male,Rural,Electrical,No,No,Medium,Low,High,Frequent Issues,Mixed,No,19,6911.0,4.21,78.4,80.3,97.5,100.0,2,8,4,4,Yes
Male,Semi-urban,ECE,Full,Yes,Medium,Medium,High,No Issues,Both School,No,19,22287.0,12.6,75.1,10.7,53.6,87.1,0,3,5,2,No
Male,Urban,Mechanical,Partial,Yes,High,Medium,High,No Issues,No,No,23,4836.0,1.3,78.4,74.7,100.0,100.0,0,8,4,2,No
Male,Semi-urban,Welding,Full,No,Low,Medium,Low,Occasional Issues,Mixed,No,19,27245.0,23.8,90.7,54.4,51.3,78.1,1,6,5,5,No
Female,Semi-urban,Computer IT,No,No,Low,Medium,High,No Issues,Both College,Yes,23,38445.0,0.5,90.0,14.8,53.1,53.9,2,6,1,1,Yes
Male,Urban,Welding,No,No,High,Medium,Medium,Frequent Issues,No,No,19,4113.0,0.5,75.7,69.1,41.6,55.9,0,6,6,2,No
Female,Rural,ECE,Full,No,Medium,High,Low,Occasional Issues,Mixed,No,21,29515.0,15.25,75.4,76.7,66.2,73.5,0,8,6,4,No
Male,Semi-urban,Plumbing,No,No,Medium,High,Medium,Occasional Issues,Both College,No,26,23266.0,1.1,81.3,36.4,44.1,64.9,1,6,6,1,Yes
Female,Urban,Electrical,Partial,No,Medium,Medium,Low,Occasional Issues,Both School,No,20,2561.0,26.5,77.3,74.0,79.3,100.0,3,9,8,1,No
Male,Semi-urban,Welding,No,Yes,Medium,Low,High,No Issues,No,Yes,19,3453.0,0.5,68.6,68.1,46.6,45.7,0,3,1,1,Yes
Male,Urban,Plumbing,No,No,Low,Low,High,Occasional Issues,Both School,No,20,9678.0,14.3,78.0,81.8,65.6,77.7,1,8,3,2,Yes
Male,Urban,Mechanical,No,No,Low,Medium,High,No Issues,No,No,23,17234.0,4.5,71.6,30.0,90.2,100.0,1,10,2,6,Yes
Male,Rural,ECE,Partial,No,High,Low,Low,Occasional Issues,Mixed,No,20,4719.0,14.17,84.8,21.6,50.3,75.9,1,6,8,4,No
Male,Urban,Civil,No,No,Medium,Medium,Medium,Occasional Issues,Both School,No,20,10905.0,24.8,58.1,82.7,94.3,96.7,6,7,8,3,Yes
Male,Urban,Mechanical,Partial,No,Medium,Medium,High,No Issues,Both College,No,20,12774.0,10.2,68.6,98.1,47.1,46.3,0,7,5,1,No
Female,Semi-urban,Computer IT,No,No,Low,Low,Medium,Frequent Issues,No,No,22,6386.0,2.3,52.9,33.3,39.6,45.6,3,10,3,3,Yes
Female,Semi-urban,Computer IT,No,No,High,High,Low,No Issues,Both School,No,21,17066.0,6.3,77.9,24.0,40.7,62.1,1,10,10,1,No
Male,Rural,Computer IT,Partial,No,Medium,High,Medium,Frequent Issues,Both College,No,24,29878.0,15.51,81.5,38.7,63.9,80.5,2,6,9,1,No
Male,Semi-urban,ECE,Partial,Yes,High,Low,Medium,Frequent Issues,Both College,No,19,21517.0,26.5,79.5,42.4,52.5,86.9,8,5,8,1,Yes
Female,Semi-urban,ECE,Partial,No,Medium,Low,Medium,No Issues,Mixed,No,22,9651.0,5.6,76.4,56.8,51.5,48.5,5,8,3,1,Yes
Male,Urban,Civil,No,Yes,Medium,Medium,Medium,No Issues,Both College,No,21,15241.0,1.7,73.3,79.9,73.4,83.8,0,7,7,4,No
Male,Semi-urban,Welding,Partial,No,High,High,Low,No Issues,Both School,No,18,3491.0,3.5,84.6,93.2,69.6,72.2,1,7,8,1,No
Male,Urban,ECE,No,Yes,Medium,High,High,Frequent Issues,No,Yes,18,22815.0,10.9,46.2,46.1,35.0,40.5,1,5,4,1,Yes
Male,Semi-urban,Welding,No,No,Low,Low,High,Frequent Issues,No,No,18,6436.0,6.3,58.0,46.5,60.7,69.9,8,6,4,1,Yes
Female,Urban,ECE,No,Yes,Medium,High,High,Occasional Issues,Mixed,No,18,21370.0,24.7,62.6,43.9,45.7,57.5,2,6,6,5,Yes
Male,Urban,Electrical,No,No,High,High,Medium,Frequent Issues,No,No,19,5718.0,3.7,82.9,58.4,46.7,75.6,2,4,10,5,No
Male,Rural,Electrical,No,Yes,High,Low,High,Occasional Issues,Mixed,Yes,21,6449.0,4.74,89.8,17.1,59.0,89.5,1,8,5,3,Yes
Male,Semi-urban,Welding,No,Yes,Medium,High,Medium,No Issues,Both School,No,21,30229.0,7.4,74.1,62.4,79.6,79.3,0,4,10,3,No
Female,Rural,Electrical,Full,No,High,High,Low,Occasional Issues,Both College,No,21,11133.0,10.95,71.2,16.7,51.9,59.6,0,10,6,1,No
Male,Semi-urban,Welding,Partial,No,High,Medium,Medium,Occasional Issues,No,No,23,2726.0,20.1,74.9,69.3,75.1,88.7,0,7,8,2,No
Female,Urban,Computer IT,Partial,No,Medium,High,Medium,Frequent Issues,Both School,No,21,23621.0,7.4,77.5,42.6,64.0,86.9,1,7,7,4,No
Female,Semi-urban,Mechanical,Partial,No,Low,Low,Medium,Frequent Issues,Both College,No,25,21627.0,4.5,82.0,92.4,56.3,59.9,0,9,3,2,No
Male,Semi-urban,Electrical,Partial,No,Medium,Medium,Low,No Issues,No,No,18,3052.0,3.1,70.1,71.4,66.0,60.5,2,6,7,3,No
Female,Rural,Computer IT,Full,Yes,High,Medium,Medium,No Issues,Both School,No,19,7550.0,24.42,88.0,18.0,79.0,63.7,0,10,8,2,No
Male,Rural,Electrical,No,Yes,Medium,High,Medium,No Issues,Mixed,No,24,7444.0,1.36,61.6,65.9,35.0,40.0,0,4,4,5,Yes
Male,Semi-urban,Electrical,Partial,Yes,Medium,High,Medium,No Issues,Both School,No,22,8359.0,6.9,60.1,63.4,68.7,60.6,0,7,8,2,No
Male,Semi-urban,Mechanical,No,No,Low,Medium,Medium,No Issues,Both School,No,24,6101.0,0.5,80.9,69.9,71.5,80.1,0,9,4,3,No
Male,Urban,Computer IT,No,Yes,Low,Medium,Medium,Occasional Issues,Both School,No,21,11401.0,10.8,78.6,73.3,56.4,63.2,6,4,7,4,Yes
Male,Urban,ECE,Partial,Yes,High,High,Low,Occasional Issues,No,No,24,16063.0,1.1,72.3,66.1,41.8,42.4,0,3,10,5,No
Male,Rural,Welding,No,No,High,High,Medium,Frequent Issues,No,No,16,2460.0,4.04,58.6,86.2,76.1,86.5,0,4,8,5,No
Female,Urban,Mechanical,Full,No,Medium,Low,High,Occasional Issues,Both School,No,19,10670.0,14.3,66.4,70.6,53.2,74.8,2,6,5,1,No
Male,Rural,Electrical,No,Yes,Low,Medium,Low,Occasional Issues,No,No,22,2617.0,19.73,86.3,73.4,51.3,67.1,1,9,3,4,Yes
Female,Rural,Electrical,Partial,No,Medium,Low,High,No Issues,Mixed,No,18,27526.0,0.75,96.0,90.4,100.0,100.0,0,6,1,3,No
Male,Semi-urban,Mechanical,No,Yes,Medium,Low,Medium,No Issues,Mixed,No,19,11001.0,16.0,57.9,24.9,76.0,100.0,9,8,5,4,Yes
Male,Rural,Mechanical,Partial,Yes,Medium,Low,Low,Occasional Issues,No,No,20,3429.0,3.97,74.7,49.2,83.5,100.0,0,10,7,2,No
Female,Rural,Mechanical,No,No,Low,Low,High,No Issues,Both College,Yes,19,23159.0,3.12,74.2,79.3,85.2,73.8,5,3,2,6,Yes
Male,Urban,Mechanical,Full,Yes,High,Low,High,No Issues,Both College,No,19,11119.0,7.1,70.3,76.3,46.5,56.6,0,6,5,2,No
Female,Urban,Mechanical,No,Yes,Low,High,Low,Occasional Issues,Both School,No,22,17136.0,4.4,87.3,72.4,56.8,67.7,2,7,5,3,No
Female,Urban,Electrical,Full,No,High,Medium,High,No Issues,Mixed,Yes,21,34298.0,7.9,67.4,34.7,61.6,68.0,2,8,3,4,Yes
Male,Urban,Welding,Full,No,Medium,High,Medium,Occasional Issues,Both School,No,22,3815.0,4.0,66.9,83.0,87.1,93.2,0,6,10,2,No
Male,Urban,Plumbing,Partial,No,Medium,High,Medium,Frequent Issues,Both College,No,17,29069.0,6.9,76.5,75.5,90.0,99.3,1,5,9,2,No
Female,Semi-urban,Mechanical,No,Yes,Medium,High,Medium,No Issues,Mixed,No,20,6024.0,2.0,95.4,60.5,58.9,66.4,1,5,2,1,Yes
Male,Rural,Plumbing,No,Yes,High,Medium,Medium,No Issues,No,No,18,2000.0,8.44,88.9,41.2,68.4,88.1,9,3,10,1,Yes
Female,Rural,Electrical,No,Yes,Medium,Low,High,Occasional Issues,Both School,No,21,2960.0,1.7,87.0,54.8,37.3,61.5,1,7,6,1,Yes
Male,Urban,Civil,Partial,No,Medium,Low,Medium,Occasional Issues,No,No,17,14719.0,13.4,81.5,20.4,52.7,69.8,9,6,5,4,Yes
Female,Rural,ECE,No,No,Medium,Low,High,Frequent Issues,No,No,20,6096.0,19.32,63.2,97.6,69.4,70.3,0,6,3,2,Yes
Male,Rural,Civil,No,Yes,Low,High,High,Occasional Issues,Both School,No,18,9010.0,9.22,81.1,66.9,54.4,63.4,2,5,3,2,Yes
Female,Rural,Welding,No,Yes,Medium,Low,High,No Issues,No,No,17,12864.0,19.76,75.7,80.8,71.2,68.6,0,5,3,1,Yes
Female,Urban,Electrical,Partial,Yes,Medium,High,Medium,No Issues,Both College,No,17,16824.0,1.6,70.4,10.0,74.3,74.0,4,8,6,4,Yes
Female,Semi-urban,Computer IT,No,No,Low,Medium,High,Frequent Issues,Both College,No,23,9370.0,12.8,83.4,57.3,58.4,95.7,1,7,4,2,Yes
Female,Semi-urban,Mechanical,Partial,Yes,Low,Medium,Medium,Occasional Issues,Both School,No,21,3133.0,14.0,81.6,49.9,36.9,45.6,2,8,3,2,Yes
Male,Rural,Mechanical,No,Yes,High,High,High,Occasional Issues,No,Yes,19,7207.0,10.13,79.0,44.3,51.5,44.1,0,7,7,4,Yes
Male,Rural,ECE,Partial,No,Low,High,Medium,Occasional Issues,Mixed,No,24,4693.0,2.94,79.5,87.8,83.6,81.3,0,7,3,4,No
Male,Rural,Mechanical,No,Yes,Medium,High,Low,No Issues,Both College,No,25,5739.0,33.82,52.5,15.3,44.8,50.0,7,8,9,3,Yes
Female,Urban,Welding,Partial,No,Low,Medium,Medium,Frequent Issues,No,No,23,5983.0,8.0,67.0,81.6,53.6,58.7,0,7,4,5,No
Male,Semi-urban,Civil,Partial,No,Medium,High,High,Frequent Issues,Mixed,Yes,21,13646.0,3.9,70.8,49.4,42.8,73.8,1,9,5,3,Yes
Male,Semi-urban,Computer IT,Partial,No,Medium,Low,Medium,No Issues,Both College,No,25,47687.0,2.7,85.1,75.5,75.4,77.5,7,8,3,3,Yes
Male,Urban,Welding,No,No,High,High,Low,Occasional Issues,Both College,No,22,12008.0,18.6,92.2,84.7,68.9,93.8,2,5,6,2,No
Male,Urban,Mechanical,Full,Yes,Low,Medium,Medium,Occasional Issues,Both College,No,20,7146.0,15.9,78.8,24.9,61.5,68.6,0,5,4,1,No
Male,Semi-urban,Welding,Full,No,Medium,Medium,Low,Frequent Issues,No,No,19,32218.0,19.6,86.0,84.8,69.8,81.6,0,8,5,2,No
Male,Urban,Mechanical,No,No,High,Medium,Low,Occasional Issues,Both College,No,18,50000.0,11.8,68.6,71.8,77.7,98.3,0,10,5,2,No
Female,Semi-urban,Mechanical,No,Yes,High,Medium,Medium,Occasional Issues,No,No,17,17350.0,3.6,85.5,21.4,49.9,71.4,1,7,6,1,Yes
Male,Semi-urban,Computer IT,Partial,No,High,Medium,Medium,No Issues,Both School,No,24,2474.0,9.5,85.1,60.5,54.6,58.8,1,8,10,2,No
Male,Urban,Civil,Partial,No,Medium,Medium,Medium,Occasional Issues,No,No,24,7339.0,6.5,73.3,65.8,71.3,87.5,0,7,8,1,No
Female,Semi-urban,Computer IT,No,No,Medium,Medium,Medium,Frequent Issues,Both School,No,20,26102.0,4.5,79.3,39.0,67.7,75.4,0,7,6,4,No
Male,Semi-urban,Plumbing,Full,Yes,Medium,High,High,No Issues,Both College,Yes,20,10584.0,1.2,84.5,50.6,72.4,89.2,0,6,7,1,No
Male,Semi-urban,Mechanical,Partial,No,High,Low,Low,No Issues,Mixed,No,19,22417.0,3.6,80.2,12.4,39.9,72.3,1,8,7,1,No
Female,Semi-urban,Electrical,No,No,Medium,High,Low,Occasional Issues,Both College,No,20,17584.0,3.9,73.3,94.8,36.0,40.0,4,6,5,1,Yes
Male,Semi-urban,ECE,Full,No,High,Low,High,Frequent Issues,Mixed,Yes,17,10048.0,1.7,77.8,31.2,57.3,58.1,1,5,2,1,Yes
Female,Urban,Electrical,Full,No,High,High,High,Frequent Issues,Both School,Yes,26,9623.0,10.2,61.6,70.1,64.1,80.8,0,10,3,2,No
Female,Semi-urban,ECE,No,No,Medium,Low,Medium,Occasional Issues,Both School,Yes,18,23050.0,6.1,77.8,29.0,81.1,100.0,6,7,3,1,Yes
Male,Semi-urban,Welding,No,Yes,Low,Medium,Low,No Issues,No,No,22,3571.0,10.8,83.8,89.7,63.8,56.0,3,6,3,4,Yes
Female,Semi-urban,Plumbing,Partial,No,Medium,High,High,Occasional Issues,Both College,No,16,22818.0,7.0,96.5,35.4,56.4,74.3,3,6,7,2,Yes
Female,Urban,Computer IT,Partial,No,Medium,Medium,Medium,No Issues,No,No,23,5937.0,0.5,93.8,10.0,75.0,88.3,1,7,5,2,No
Male,Semi-urban,Electrical,Partial,Yes,High,Low,High,No Issues,Mixed,Yes,21,7963.0,6.2,73.8,35.9,77.4,96.6,3,6,5,1,Yes
Male,Urban,Plumbing,No,No,High,Medium,High,Occasional Issues,Both College,Yes,22,30367.0,3.3,83.3,62.2,43.5,40.0,0,6,6,2,Yes
Female,Semi-urban,Plumbing,Full,No,Medium,High,Medium,Frequent Issues,Mixed,No,18,42997.0,8.8,71.7,57.1,46.2,50.7,1,6,9,1,No
Female,Rural,Computer IT,Partial,No,High,High,High,Occasional Issues,Both College,Yes,18,2506.0,20.4,83.1,77.0,98.0,100.0,0,10,4,2,No
Male,Semi-urban,Electrical,Partial,No,Medium,High,Medium,Occasional Issues,Both School,No,20,2557.0,5.9,76.7,74.4,89.7,100.0,0,8,6,1,No
Male,Urban,Electrical,Full,No,Medium,Medium,Medium,No Issues,Mixed,No,26,24873.0,0.5,81.2,20.1,83.1,100.0,4,8,6,1,No
Male,Semi-urban,Electrical,Partial,Yes,High,High,High,No Issues,No,Yes,28,15088.0,2.0,91.5,56.4,60.5,77.9,4,10,7,2,Yes
Female,Semi-urban,Civil,No,Yes,Medium,High,Low,No Issues,No,No,22,2905.0,1.4,40.7,61.4,62.7,44.6,0,7,6,1,Yes
Female,Rural,ECE,Partial,No,Low,High,Low,Occasional Issues,Both School,No,23,7744.0,6.66,80.3,46.9,39.9,73.2,2,7,3,1,Yes
Female,Rural,Computer IT,Full,Yes,Medium,High,Low,No Issues,Mixed,No,16,14318.0,6.43,78.1,10.0,82.7,100.0,1,8,8,4,No
Female,Urban,Computer IT,Partial,Yes,High,Medium,Low,Frequent Issues,Both College,No,21,12281.0,5.7,80.9,63.2,54.6,65.9,1,6,7,1,No
Female,Urban,Civil,Partial,No,Low,Medium,High,Frequent Issues,Both School,No,20,6008.0,7.1,88.0,84.6,53.5,62.9,1,4,4,1,No
Male,Urban,Electrical,Full,No,Low,Low,High,Frequent Issues,Both School,Yes,20,16595.0,7.3,78.7,44.5,50.5,64.7,2,4,1,6,Yes
Male,Semi-urban,Welding,No,Yes,Medium,Medium,Medium,Occasional Issues,Mixed,No,26,12255.0,2.7,84.1,75.0,35.6,40.0,2,4,7,3,Yes
